2.807140827178955,-1.0229861736297607,0.0,0.0,0.0,1.0,0.0,4.5,0.5
4.797640323638916,-1.5185010433197021,0.0,0.0,0.0,1.0,0.0,4.5,3.0
6.767756938934326,-2.5532259941101074,0.0,0.0,0.0,1.0,0.0,4.5,3.0
8.596677780151367,-3.759207248687744,0.0,0.0,0.0,1.0,0.0,4.0,2.0
10.132974624633789,-5.109459400177002,0.0,0.0,0.0,1.0,0.0,2.0,1.0
10.495794296264648,-6.050085067749023,0.0,0.0,0.0,1.0,0.0,1.5,0.5
10.291548728942871,-7.275749206542969,0.0,0.0,0.0,1.0,0.0,1.0,0.5
9.346324920654297,-7.595516681671143,0.0,0.0,0.0,1.0,0.0,2.5,0.5
8.05359172821045,-7.23284912109375,0.0,0.0,0.0,1.0,0.0,3.5,2.5
5.730008125305176,-6.367128849029541,0.0,0.0,0.0,1.0,0.0,3.5,2.5
3.5502476692199707,-5.272829532623291,0.0,0.0,0.0,1.0,0.0,3.5,1.0
1.4179537296295166,-3.7858355045318604,0.0,0.0,0.0,1.0,0.0,3.0,1.2
1.166222095489502,-1.465135097503662,0.0,0.0,0.0,1.0,0.0,1.5,0.5
2.807140827178955,-1.0229861736297607,0.0,0.0,0.0,1.0,0.0,4.5,0.5
