3.4073257446289062,-6.408749580383301,0.0,0.0,0.0,1.0,0.0,3.0,0.5
0.5332306027412415,-7.327538013458252,0.0,0.0,0.0,1.0,0.0,3.8,1.5
-1.1940995454788208,-8.01663589477539,0.0,0.0,0.0,1.0,0.0,4.2,0.5
-2.9437053203582764,-8.707342147827148,0.0,0.0,0.0,1.0,0.0,3.5,0.6
-4.831465721130371,-8.996452331542969,0.0,0.0,0.0,1.0,0.0,2.0,0.5
-5.4985270500183105,-8.155327796936035,0.0,0.0,0.0,1.0,0.0,2.0,0.5
-5.979199409484863,-7.014531135559082,0.0,0.0,0.0,1.0,0.0,2.5,1.0
-6.6678853034973145,-5.403755187988281,0.0,0.0,0.0,1.0,0.0,2.0,0.5
-6.9045729637146,-4.432705402374268,0.0,0.0,0.0,1.0,0.0,1.8,0.5
-6.6842265129089355,-3.719595432281494,0.0,0.0,0.0,1.0,0.0,1.8,0.5
-5.444758892059326,-3.238710880279541,0.0,0.0,0.0,1.0,0.0,3.5,0.5
-2.877617359161377,-3.7617740631103516,0.0,0.0,0.0,1.0,0.0,4.0,1.5
-0.8211160898208618,-4.173871040344238,0.0,0.0,0.0,1.0,0.0,4.0,0.5
0.9158031344413757,-3.6896049976348877,0.0,0.0,0.0,1.0,0.0,3.0,1.5
2.030040979385376,-2.3591980934143066,0.0,0.0,0.0,1.0,0.0,1.5,0.5
2.62363862991333,-1.951319932937622,0.0,0.0,0.0,1.0,0.0,1.5,0.5
3.3927955627441406,-2.380401611328125,0.0,0.0,0.0,1.0,0.0,1.5,0.5
3.9064993858337402,-3.1799519062042236,0.0,0.0,0.0,1.0,0.0,1.5,0.5
4.130632400512695,-4.991669654846191,0.0,0.0,0.0,1.0,0.0,2.0,1.5
3.4073257446289062,-6.408749580383301,0.0,0.0,0.0,1.0,0.0,3.0,0.5
